user,no_of_edits
01:500:4000:77F4:DC87:81FE:7403:DC2,28
Plutonium27,1
GeneralGCuster,3
.74.74.217,1
Jpwares,1
.84.134.9,1
Flyingpuffy,1
0gamer,2
Jeffra45,2
2.215.124.215,2
Able Chacko Elavumparayil,1
Jferguson8676,2
Hiyorin Azuma,1
The Proffesor,5
.96.167.99,1
MikeRadio,1
CUA 27,5
Killbill263,1
Skumarsys,2
3.121.73.76,1
2.215.151.37,1
Yoshi Canopus,10
Vicpk,1
.87.125.75,1
8.177.39.194,3
Abattoir666,1
6.147.190.108,1
02:306:CEAB:9930:51DB:18C3:358C:E366,1
Azure94,1
.44.100.11,1
5.200.254.142,1
.65.252.12,1
2.164.254.112,1
07:FB90:4715:442E:9A3C:F180:1C6C:64A6,1
Rjwilmsi,712
3.76.40.164,1
DustinJacobsen,2
00:8805:D408:2D00:D98C:2C8:E2B4:FA9E,3
Kiril Simeonovski,1
Pankajbeni,2
.245.49.219,1
.216.199.115,3
Theodora Mangwiza,2
.14.153.53,5
.73.123.244,2
8.47.112.213,1
Tonya Hagerman,1
2.134.14.143,1
03:3003:2600:1C00:7C44:BAF2:C4D7:4BEC,2
Saiph121,21
Argyriou,2
8.29.125.97,1
Greenshed,15
GrindtXX,3
Sekyaw,7
.169.255.153,4
AndrewOne,25
Breihanian,1
.4.172.142,1
Tallboi DRKN,1
.198.76.170,1
Phantom Knight Rider,2
8.158.245.43,1
Benoinair,1
4.102.71.136,1
Macamareva,1
7.201.241.175,1
0.252.163.203,2
.226.7.89,1
Ebelular,5
.168.118.40,1
.158.158.125,1
Two Hearted River,1
Joekiddlouischama,3
4.70.83.194,11
2.198.243.162,2
.94.92.33,1
3.127.93.95,1
.115.28.82,1
GianWiki,276
01:645:C002:3840:ACFA:AF84:4431:53C6,1
Bythebooklibrary,25
Vami IV,5
SMazTX,1
Rantemario,7
.114.223.113,2
8.89.6.155,3
Scottallen999,1
.144.170.152,2
.245.79.38,7
5.19.34.88,1
Wkussmaul,1
Rowde,5
Happyexplorer,1
Beatpoet,17
2.222.198.185,2
.247.186.19,1
00:1011:B104:934F:800B:BE85:C900:DF8A,1
01:1C0:6000:7180:F1AC:A466:2C29:611E,1
.149.197.137,4
4.126.132.241,4
Stuartman1998,1
.217.176.192,2
4.69.66.32,4
01:282:502:F660:4CE6:2644:BD1B:B98F,1
Casparjasper,1
8.169.40.6,1
Magic1million,4
0.127.212.141,1
07:FEA8:D60:505:C53B:604C:982C:9DE4,1
Avecmoii,3
Decodicil,1
.150.232.235,1
JebatMalaya,4
Aeternus,1
5.193.203.93,1
CwestOak,2
Gallicrow,1
NeruYume,1
BlueMario1016,2
.114.223.147,1
LucasChin,1
.76.198.163,1
01:580:8302:1581:719C:B787:90EA:4E46,1
6.206.157.111,4
.233.128.7,1
Gsfelipe94,9
.97.79.126,1
.94.177.159,1
04:2000:1382:103:2C8C:5FCB:7:268E,1
MasterMan123,1
Everlasting enigma,1
8.51.12.17,2
7.77.204.229,8
7.189.249.234,1
.87.206.252,1
1.125.198.251,1
CitrisSquid,11
Cbburke199,3
.46.173.2,3
Wikieditor95,2
.127.160.122,1
0.35.238.39,1
Eleventy Feven,6
9.79.127.22,5
4.121.167.190,1
01:CD:4100:CAAB:28A9:D8BA:6789:56C3,1
5.178.217.94,9
Murari521,1
Adrienewiki,1
.195.238.183,3
Osvaldo valdes 165443,28
Vetiverman,1
Luca10191,1
00:387:9:3:0:0:0:8B,1
Veryirregularuser,3
.145.213.210,1
01:183:C600:B855:E89A:5BAC:5115:105C,1
20:0:1006:110:DCE0:45B4:1179:5945,1
7.211.128.48,5
Jimp,1
.158.32.123,1
.226.30.194,1
.208.21.4,1
1.45.97.89,1
06:6000:6394:5C00:91F7:8E90:F721:E46D,1
Audacity,2
.252.148.254,1
03:62:4A59:8500:C076:298F:A3BF:227C,1
Kintamanimatt,1
Mamunurrashidkazi,1
Nsarakas,2
TimothyHorrigan,1
Eustachiusz,25
.27.125.0,1
01:16A2:8B1B:BB00:3198:6521:1AAA:74F2,1
Schwepps,4
Foofbun,3
7.120.183.185,1
IntriguingArticle,1
Wrightejf,2
05:204:D308:DD99:4E97:D9B9:C181:7D49,1
.87.114.4,1
.138.56.179,2
9.152.220.194,2
.28.52.226,1
.111.116.154,1
Janweh64,17
A02:2028:822:DD01:702E:4370:DA6D:C705,5
Tony theprof,2
2.172.168.126,1
7.161.23.136,1
Christina2101,4
.90.196.227,2
7.254.7.167,3
.119.21.2,1
WikiExpose27,2
Tedickey,11
Cnvery,1
4.72.27.110,1
4.166.187.64,1
Pikksuger123,2
.237.72.228,1
3.129.19.157,1
.22.148.41,1
Barryfay,3
Adpete,19
Joegun1112,8
05:204:548F:FA8C:0:0:2310:18A1,1
.197.85.113,1
00:1012:B15A:E077:7DBE:4C45:1409:41A3,1
4.17.54.239,1
.167.184.2,1
.191.121.178,1
Mvcg66b3r,4
PeteUKinUSA,1
.183.232.254,1
1.54.92.94,2
Gsu eagle 31049,2
Marti sk 98,1
Tricoliteindia,1
Pandroid,20
01:C3:8001:2931:31F5:DBF:E98F:41C,1
.117.171.126,2
01:805:4201:1737:715C:65E5:FF2E:5BBF,1
Samuel 1502,1
.3.221.36,2
Pi zero,61
.140.9.105,2
.96.245.107,1
ZappaOMati,31
4.98.19.56,1
Cihan,2
05:204:8404:C7B1:6C49:5273:30A0:4508,1
VarietyPerson,2
07:FA78:109F:47:0:0:0:244,1
A02:C7D:E092:3F00:4087:23:8217:C424,1
.232.68.134,1
Thomas810,5
.24.8.79,1
Mark Sylvester,1
Kamnet,2
0.162.149.64,9
.17.105.151,1
Ppt1973,11
Grey ghost,2
AmaiKoleh,1
UndateableOne,1
Patrik Andersson,1
7.102.165.59,1
.193.81.94,1
A02:C7F:D603:2A00:F0FE:C62F:789A:9734,1
.161.114.117,1
Ponabona,7
2.158.12.50,1
.127.17.121,2
05:204:C102:34AB:0:0:26A1:D0A4,1
Dionyy,1
8.220.189.125,3
Htonl,1
Merinther,1
.103.205.98,3
Asiaticus,45
.181.227.194,2
8.179.69.109,3
RagingEagle,3
.101.125.246,2
Wani,3
Ssriram mt,1
1.94.169.94,2
.158.213.201,1
LovelyEdit,2
Steelgraham,1
Martylunsford,1
01:8003:34AA:8A00:3DDB:D41F:7A0A:A142,1
8.83.134.6,1
01:142:100:9047:A4F4:3F3A:B67E:117C,1
Lysimache,1
9.145.16.230,2
Anowlcalledjosh,2
WVUfan19,2
00:8807:8603:1200:D4C4:9828:F044:A5CC,1
AlphaBetaGamma01,25
Denreef444,1
8.17.67.2,1
.105.96.125,1
2.97.96.190,1
AllOriginalBubs,1
01:640:4080:BBD5:AC90:D607:8676:A35D,1
Rishu Raj Yashwardhan,2
7.4.48.206,1
A02:C7D:1FD6:A300:D4D3:60B5:4B00:BB93,2
00:1000:B013:1442:1D5E:ADE7:94DE:DB59,1
Cyberclean101,3
SarahLovesGenting,1
Beautiful future,2
Faheemshaikh123,1
Saftschachtel,1
FishOfIvory,1
Zemblant,1
3.215.36.143,16
.66.64.245,2
.248.253.225,1
4.106.247.150,1
0.135.215.87,1
Oakraven81,2
Adham2911B,1
Lolpeace12,5
.109.186.163,1
05:204:8485:2298:0:0:26C3:20A1,1
Norbornene,3
.171.155.4,1
01:646:8200:31CA:DD37:8B7B:C363:DF97,1
.151.28.137,4
01:646:0:746F:D4BA:1013:53F0:7A4B,1
.46.192.247,2
TrbleClef,3
03:6E:4C0D:AD00:DD94:C580:6794:3A3A,1
02:306:BDA9:8610:61F1:8EFA:4C14:28E1,1
Hughchurchill,1
Keroks,3
Paulinho28,40
.51.214.161,2
Joshuald,12
Doremo,14
2.11.226.136,1
Irulan27,20
00:8805:E003:AA00:6C29:5021:4E56:6A06,1
Vlad,1
Gderrin,14
.207.17.47,2
Biogeographist,1
.216.95.1,1
.16.62.72,1
.103.5.37,1
01:405:4001:2A0A:6128:6E83:4169:5BE0,5
Schublacka,1
2.50.10.30,3
0.222.242.51,1
01:240:D500:7B20:8CDD:4341:EC86:8C71,2
Raemike0,27
A02:C7D:12BF:5300:48D3:825A:4AF3:A671,1
.183.128.181,1
6.31.187.199,1
Jake776,1
.93.90.147,1
01:569:BDD5:BF00:DAA2:5EFF:FE8A:FF9A,2
DeNoel,4
.239.133.53,1
8.222.82.82,5
DeathMetalIsMe,1
00:8800:528B:6D00:4DDC:7CB:5AD5:9FE6,2
9.78.221.116,1
Anthony Aucott,1
.44.1.49,1
MatthewGoodfan101,1
AirEnthusiast,10
.88.144.41,1
Thecrumble,1
6.124.239.203,1
Meenmore,5
Wikitripp,2
Thisimran1,6
0.137.65.104,1
LeoHsn,21
BrickVelocity,1
05:204:A383:E0BA:1428:825D:6258:2A23,1
.31.54.82,1
A02:C7D:21CC:9B00:4589:E8C6:14E2:5BBD,4
BernardZ,3
CSvBibra,1
NOLA1982,2
2.68.174.210,1
.50.245.14,1
Npamusic,2
.107.127.95,1
Orvinc11,2
Mediran,59
Hydronium Hydroxide,37
Gould363,2
02:306:3254:2DC0:BCCF:33F6:F43A:F51,1
Wnt,10
01:644:8001:872C:B145:B355:7700:5CE,2
Evaders99,2
Daddyman1962,1
01:19B:B00:C436:B8DB:901E:713A:C541,2
Wecarlisle,39
Vulk1,53
04:2000:6AC1:9500:6DCA:D2CC:3CA5:3AB1,2
.99.175.226,1
.157.227.22,1
01:8000:181F:EE00:8192:C5A8:132:B5CB,3
0.99.89.253,5
WereSpielChequers,107
Luigi.a.cruz,11
Narsil,1
2.67.46.24,1
Pejorative.majeure,1
Kjity22,5
0.236.198.59,4
3.57.134.3,1
49bcp,4
2.184.64.175,1
1.189.13.233,1
Dcheagle,6
01:E68:4432:2453:98F9:71D3:DD11:A7FB,3
Wspjaskson,1
Lolal2,1
IzzyFuzzy,2
01:2C3:0:87DA:91AF:EAA8:5DF0:943,1
UnknownUsername480,3
TheVirginiaHistorian,16
TheLandoBros,7
2.147.63.188,1
8.128.163.142,2
Rutdig,1
8.7.178.1,2
Mazzz01,3
Nghtownclerk,1
.64.33.111,1
00:8801:DC01:4800:5941:7DD2:EE50:3AE2,3
Kgf0,1
Kade Klodt,1
9.160.117.14,1
8.81.28.208,2
.41.184.150,1
.220.100.170,1
0.198.113.108,1
Azurecity,1
.76.99.156,4
9.105.177.36,2
Jerome KL,2
GorgeCustersSabre,15
Fine Basha,2
.44.96.184,1
Hannahisfine,3
SpikeballUnion,2
King Of Spades722,2
01:44:C502:26B0:D0EE:6C02:F5B3:A3F3,3
Worldbruce,44
.37.172.44,1
Taimour10,2
.77.217.131,1
TheRealMoses,8
ScratchinNinja,7
7.134.98.30,1
.33.149.121,1
.141.176.222,1
.240.8.214,2
.121.223.180,1
.206.114.84,1
Yankees10,37
.165.141.72,2
.84.1.42,2
Lightning12,1
05:204:128D:A21A:0:0:1C1C:D8B1,1
2.3.45.79,1
4.100.150.86,5
3.106.194.183,14
Morningstar1814,1
0.191.135.173,1
Tommey,1
Rmaynardjr,9
.72.205.88,2
QzDaddy,12
01:246:1:50D0:1946:55B9:E0B5:8769,1
.42.35.51,4
OHWiki,1
.89.234.70,1
.229.239.155,1
.90.227.200,1
3.51.102.20,1
.6.171.247,4
01:141:302:FF90:4B8:5E73:71AF:CED7,4
01:41:4005:740:280A:5C18:33C3:495C,3
Teddym9,1
.70.163.195,1
MageLam,5
A00:23C4:8D75:3F00:59F8:B32A:1AF2:4A9B,1
Alphalurion,1
.5.231.183,1
.168.128.217,1
5.23.235.239,1
02:306:C591:16A0:8A1:C00:D391:4910,2
2.153.83.191,1
.110.90.45,2
7.223.118.151,1
2.210.73.5,8
.143.194.9,1
Kbdessai,12
Syko1096,7
Voyageur67,3
.253.40.241,1
7.58.43.190,1
Joinwitraj,9
Pepper,27
8.39.64.38,1
8.56.206.189,1
Pageturners,2
Mpj,1
I need a name,1
6.56.22.187,1
Amoghkelkar1,2
FixCop,1
7.50.137.15,2
.91.237.154,1
Bfolkman,2
5.140.97.242,12
6.196.14.6,3
01:646:8B82:86AA:48F4:1636:37DD:A4C,1
06:6000:6900:5700:B92E:1FA:4F7C:893,1
6.56.42.178,1
A02:C7D:D64A:8D00:2C04:FA2E:772A:5196,5
9.68.120.129,2
9.94.8.23,1
GeoffreyT2000,114
05:204:E38B:BF81:B66E:2F53:87C2:1247,2
.26.116.193,1
05:A000:1610:61:4949:449B:6685:DA2,1
9.3.224.234,1
2.95.182.78,1
9.97.124.215,1
04:1500:811E:AE00:C1B0:272:17FD:6466,1
Joef1234,3
.108.74.132,1
01:8003:A4E4:4A00:18D1:E644:7A32:B152,1
6.15.196.112,2
.170.42.21,1
0.6.118.242,4
00:1017:B420:AC82:EC56:47DC:1229:D2D9,2
4.125.208.174,2
.106.255.240,2
3.54.171.106,5
.248.131.239,3
.100.252.135,1
Mick gold,1
05:204:D204:F66F:A9A7:3A7:25E6:94D7,1
.180.97.68,2
Awasome S,4
Ali.ESSA,4
JoeyofScotia,1
Pulsarwind,2
.37.144.62,1
Myrtlegroggins,2
Compy book,2
MXB233,2
00:1001:B00D:A61F:50A1:7D36:FD4:22C,12
Editosaurus,2
Hogyncymru,2
RightCowLeftCoast,5
00:1:960E:B7A0:8573:31DB:8EF1:C074,1
01:6C5:8100:23B1:3861:1B15:23DC:2144,2
Davemc50,2
01:584:C400:A688:C498:98CA:CBDB:73CF,2
.178.187.231,3
Riv-ks,3
5.32.124.9,1
Treflon,7
Juliawaldo,1
06:A000:6991:5000:485:2C69:2F16:5547,1
.35.117.245,2
2.56.148.146,6
01:98B:8200:4655:F837:914D:2B04:EDF1,1
.231.165.225,2
.102.238.116,1
Benwitt,12
Temorkhantoran,1
.146.234.68,1
.29.239.128,1
.191.71.16,1
4.19.76.11,1
Engup1300,1
Surtsicna,8
MohammadtheEditor,8
Raj.sathiya,1
01:447:4100:1692:489B:9C53:269B:A16D,4
Surge79uwf,4
.106.134.130,1
Brec,1
8.179.21.226,1
4.169.179.189,4
Every-leaf-that-trembles,39
.125.251.151,1
.117.129.39,2
.84.0.47,1
Sfan00 IMG,101
0.224.57.254,1
.145.200.178,1
07:FEA8:A6A0:141D:BF:D86D:2BFE:449F,3
.81.149.180,2
5.248.198.67,1
MetalMeltdown,1
Reenem,1
.90.108.41,4
01:18B:8200:8B31:59EC:F1E5:BB20:4896,2
Luaza1313,311
.52.79.129,2
CinderBH,1
VAKIL VISHAL JAIMIN,1
9.202.224.2,1
9.145.197.14,1
.247.12.181,1
.114.206.122,1
9.169.165.231,1
.143.226.65,1
.171.197.124,6
N18n18,1
HygorBohmHubner,2
02:306:362E:31A0:1C8D:67DB:C11D:3472,1
.207.88.127,1
.145.193.120,7
Kirby ann,1
3.136.252.141,2
7.204.171.1,2
Bernard Lee,3
Mohammed isam,2
Jstrokos,3
.190.37.40,1
A02:A03F:A67:5A00:8DA4:A187:301A:D56F,1
.83.30.36,2
4.128.42.138,1
Krishna Chaitanya Velaga,24
Surya Kumar,1
8.245.108.1,1
Bradleybcfc1,1
0.107.9.154,1
.128.64.6,3
.69.155.155,1
05:E000:309D:8500:F9D2:B101:5515:B8F2,2
4.124.152.10,1
2.167.61.151,1
2.198.70.46,4
.50.175.223,1
Kazimunir,1
8.88.170.73,1
Green Cardamom,210
2.8.45.194,5
Chiragjuneja5,1
2.129.104.136,1
.167.42.92,1
.242.131.139,1
8.251.137.216,1
Djadjko,6
Nsctrl,2
Merrygawain,1
04:2000:E016:A700:8CDD:A8C:92CE:49D,13
PaulaGonzalo,1
Jjpancake,1
07:FEA8:3C20:C42:F873:DF62:48AB:CE32,1
"Baxter, Dylan M (Student)",1
04:2000:E016:A700:20D6:CC85:70B4:6BA8,13
Chiraq Bears,3
FosterHaven,1
00:8807:C840:9C00:243B:BD53:BBD:19A5,1
Citobun,9
Lcw27,2
Mbrsid,1
Mary Mark Ockerbloom,65
8.29.33.178,1
.143.135.242,1
.224.20.76,1
.103.156.154,1
.101.107.178,1
Northernelk888,1
1.49.79.148,1
6.57.141.214,1
7.195.137.34,1
LightandDark2000,2
.232.183.205,3
.48.2.28,1
Jirayu phumphong,5
05:204:A30C:A89E:AD26:9232:A099:1451,2
.80.54.250,1
1.165.233.196,1
A02:1810:3916:E100:8DAF:9B42:B569:C728,1
.65.86.237,1
01:445:4001:8A30:3415:1D19:867C:F860,1
Talskiddy,3
.125.48.206,2
.17.154.91,1
.80.94.47,2
Iune,2
AristophanisTheReal,6
Miloustein,1
.90.172.77,1
3.136.106.92,1
00:8800:6183:F00:4C93:FE1C:E797:615E,1
3.255.4.25,1
01:241:8602:9974:0:0:0:767D,1
Msuno,1
SHCarter,1
3.94.93.50,1
.31.183.131,1
Galpalmal,4
BrunzPOP,2
.112.39.138,1
7.244.163.2,1
5.98.164.39,2
West.andrew.g,6
PapaInTheClub,4
Hello2345678,1
1.190.10.14,1
Perofsez,9
Lord Cornwallis,2
Oddjob84,14
Giant Bernard,5
.27.94.23,1
.250.80.69,4
Kleyw,7
Bingbongsf,1
Keivan.f,127
.194.171.254,1
01:100:8300:2226:39D9:71DF:CE77:614,1
Crowsus,35
3.87.163.22,2
.192.200.151,1
Xfansd,19
The Kalibos,1
Joegruber,2
6.102.1.161,2
.223.201.79,3
Ksu6500,9
05:205:8489:E1D0:0:0:21DB:E8B0,1
.87.114.252,1
.20.63.42,3
Imam Khairul Annas,11
02:306:C498:4360:952A:F8CD:3B60:8D6,1
0.49.94.137,8
.134.58.148,10
2.203.151.175,1
GrafZeppelin127,2
JoyceWood,16
4.34.70.15,16
.1.218.141,1
01:19B:4000:28E:BCEA:BB2F:3FAA:67C7,1
.165.164.114,1
Todorov-FIN,1
OofyProsser,1
Sylvain Ribault,8
Caro Wpg,2
Duffbeerforme,11
.173.69.221,1
2.77.151.1,6
That Don Guy,1
TheHiddenDemons,6
Hijon21,4
pedia2,1
.254.167.130,2
8.56.245.228,1
.203.198.141,3
Corkythehornetfan,59
ArtsyGlobalGallery,2
Shinerunner,1
00:1000:B11E:8BFC:29C4:6BA3:6801:4446,4
4.192.218.186,1
MjolnirPants,6
Engnr-skiman,1
Victor Ngetich,1
01:18F:800:1DB0:2498:268F:8A67:90D1,7
.49.149.163,3
Nisf,1
ChilternGiant,4
FingersLily,1
R.W. Lancaster,1
4.51.84.246,1
0.12.162.47,3
LocktiteGlueSavedMyMarriage,4
Fuzzydeon,2
.107.121.222,1
4.75.135.153,1
2.2.71.63,3
.159.116.153,1
5.194.244.20,12
.72.222.111,1
As030,3
.34.200.253,1
KingTing25,1
.230.225.191,1
.254.247.105,1
6.22.60.9,1
5.88.75.67,1
.24.36.248,3
1.73.7.49,1
01:145:C401:5C00:940:A0D8:2AC:1AEC,1
Srich32977,4
Chicagosage,4
Athi Bheekaran,2
OwenBlacker,4
.110.12.9,1
saryhem,2
2.165.85.254,2
Eurodog,23
Gstree,1
.186.199.55,4
.102.32.89,1
.31.22.232,1
05:204:C686:F306:0:0:67C:E0B0,1
8.108.126.226,1
.112.52.191,5
Musashi miyamoto,2
Ellaxoxo21,1
.72.38.157,1
Sun in india,5
2.3.72.90,1
4.100.148.217,1
.109.254.38,1
.142.152.190,2
Ciaran Masterson,1
9.24.208.20,1
Zachary12345Pogson,1
3.160.192.200,1
0.190.96.85,1
02:304:B26C:2EA0:8DCC:BD50:BFE7:F3AE,1
Lo Ximiendo,28
DragonSlayer168,1
4.50.145.221,2
1.222.41.108,1
Toyz1988,3
7.103.87.254,1
.15.200.95,2
4.125.56.161,2
Saibod,1
.14.99.119,1
Thegengenie,1
Sofa King Cool,1
.68.223.240,2
Idanhaklay,1
Fcpmedia,3
Vsmith,67
5.135.120.22,3
.124.12.48,1
.39.170.52,4
Tea1212,2
Jupitus Smart,34
.213.14.220,1
.208.4.25,3
Xfactor1234,2
.247.202.64,1
Tkrow,1
.24.202.77,1
2.193.64.22,9
.31.137.235,2
4.151.72.99,8
.150.211.200,3
Morbidthoughts,8
Efra,3
.198.171.252,1
.52.73.67,1
1.216.211.134,1
.139.195.89,1
6.149.88.161,1
UNSC Luke 1021,7
FierceJake754,8
6.75.76.144,1
.67.94.89,2
Ianhowell,2
Baconpugs,1
.224.217.224,1
02:252:D44:B380:85B1:F959:ACE7:D56C,1
Cloudbound,30
.36.37.71,1
Marxolang,1
Newlelouch18,2
0.9.210.117,1
8.253.193.239,1
Shawnmb,2
Nivpey,1
01:1C0:4300:F9F0:A9C5:2326:4267:F937,1
05:204:6087:C617:C067:C1C1:2A5D:27F1,4
MrsCaptcha,29
Daves1,7
A02:C7F:DA27:4200:F572:8841:E851:DE85,2
Jellomellow88,1
Newyorkdetails,7
Jorgicio,1
Ajcfreak,2
Zwerg Nase,1
GermanJoe,17
.240.196.186,1
Domenjod,2
01:241:8301:4B10:AD5F:C705:1AAD:75AA,2
Doniago,54
HelgaStick,19
Spl908455,1
Victoriaearle,13
Grace.elder,5
Tiffany F-N Yang,1
3.53.71.100,1
Aldebarium,21
.24.153.241,2
Gibbsst,1
Jbchalakkal,1
.70.141.154,1
Jmg38,11
.101.185.143,2
9.216.112.3,4
LeagueofLegendsRules,2
05:204:5181:15D8:8CF0:D53:2A2:4898,1
Audaciter,9
4.240.212.83,1
Theemeraldbelt,2
01:49D0:141:100:4565:BAC5:E5F:3248,1
Ntrikha,11
Deinocheirus,5
.145.42.56,1
Rattila,1
Damperpedal,7
7.221.95.85,1
3.179.186.22,1
.100.175.36,3
Wendybelcher,6
Lourdes,86
.251.136.177,1
02:6B00:3468:3A00:CD39:DFC2:C67F:9BBF,1
.200.133.219,2
TheWombatGuru,2
0.193.97.104,1
Optimistic Wikipedian,13
Jaleel Mohammed Shakeel,1
.33.189.132,1
.11.17.73,1
3.45.85.231,1
6.172.130.159,1
.145.146.191,1
Penale52,7
.107.42.125,1
3.210.123.138,4
6.69.239.204,2
Nadimsaab,4
3.227.114.242,1
Linda4of4,1
Sensei48,7
Timtempleton,52
The Blade of the Northern Lights,4
Wolfetonepark,1
4.39.62.214,1
Sober october,1
01:343:8100:CD0:24E0:2DF1:54F8:1991,1
Franko attila,3
Perey,4
A02:C7F:BA41:5000:84DD:5CC3:F1DA:ADCB,1
.169.250.203,1
Khamisic,1
Frontsfan2005,2
00:100F:B00F:4AF3:484:8FAD:BF24:5DF2,3
L235,15
Kpghost,1
HeidiHalliwell,1
.88.48.237,2
Michtrich,1
MBlaze Lightning,76
.88.92.254,22
.222.239.46,2
.254.109.171,1
TD213,2
Hosenrollen,1
A02:C7F:1E1A:BE00:EC88:4730:A9B:14EB,2
01:82:C000:7410:18D:E01D:A6F6:98AA,2
0.10.237.66,1
Zero stylinx,4
4.101.19.140,1
Blackicosahedron,1
Jimisee,3
3.107.255.194,1
.55.124.94,1
Abspeaks,2
Angr,242
.77.233.238,1
3.159.46.170,1
.235.102.142,1
2.202.175.200,2
01:192:4A00:5D1B:49F8:CEDC:7CBC:AF5C,3
Sebastienb06,14
WikiWhipper,3
.93.84.36,1
02:306:CDBE:5AC0:71D7:4314:5FE3:AE5F,5
Doctorhawkes,1
2.250.142.65,1
A02:A03F:1049:2400:E9BE:A85B:F01B:9595,2
01:43:C200:6D93:F5E6:A204:FCAB:2F16,1
Jimfbleak,30
8.19.255.136,1
HIDECCHI001,12
.189.250.64,1
.178.110.171,6
Shariifadan,1
.103.180.229,1
2.17.167.212,1
.248.63.50,1
0.233.121.219,1
00:1:91D3:867:34EC:55FD:7762:2275,1
Margin1522,7
.21.205.143,1
.2.127.235,1
Dlap1984,1
Another Believer,218
CAPTAIN RAJU,275
9.160.97.253,1
01:241:4002:5F1F:D80F:CB73:F2AF:9AD4,1
Nicoledawn13,12
Rpclod,1
.162.45.190,1
8.220.124.157,2
2.198.69.154,1
4.20.10.14,1
Kilon22,1
02:306:BC4C:4600:E13A:E05E:1298:DE2,1
6.253.208.29,1
2.255.31.246,1
Tony Brabec,47
Magic Dutch Drop,1
Wikiliki,2
The Raincloud Kid,22
Icebears4ever,1
9.255.184.152,2
8.220.122.16,1
.197.228.81,2
00:1012:B154:B713:BD8A:31D6:8019:E33D,1
8.84.138.43,1
2.198.118.97,1
01:48F8:4012:23C:808C:5252:7DD6:5C8D,2
3.73.194.218,1
Moumou82,1
Ich,2
Wilhelmina Will,20
.77.82.122,1
Darkgypsies,2
.61.249.235,1
5.144.51.240,1
05:204:8501:2651:0:0:863:70A5,1
.224.238.210,2
Letemlive99,1
Ianmax69,4
Chris55,3
Kangarooaf,1
8.176.208.169,1
.109.84.5,1
3.67.161.68,1
Mijcofr,1
.167.25.68,2
Teacher1943,3
Creativewill,10
BananaCarrot152,1
11priya,4
Stormwatch,1
A02:C7D:2E11:1300:A104:2F08:72C4:1869,1
Dav4is,2
.18.198.124,2
Mortenfardad,1
Mmeyerdc,1
.234.34.67,2
4.100.199.194,1
.43.135.204,1
Nick Jr.,33
Aliciolo,1
.36.56.128,1
A02:C7D:C226:5500:11F3:E7C3:3254:AF1D,2
07:FEA8:2360:102E:88F7:4EE7:E256:B8BB,1
.107.44.100,1
.175.56.99,2
.233.112.69,1
8.78.73.29,5
8.87.230.84,1
Arvindyadav2289,1
A02:C7D:2278:AD00:A0EE:1623:1D:600B,6
2.97.184.85,2
8.75.174.215,3
Doncastermungu,1
Stewartsoda,4
Evschweik,3
.115.212.121,1
Juliabrown15,3
00:1009:B14C:F2A9:8978:99A4:8023:C675,1
.228.125.176,1
01:647:4780:1FF6:F40E:1F79:ED0F:B628,1
Ananyojoy,3
3.5.185.35,1
Ankurc.17,1
.129.103.94,4
RadiculousJ,2
.114.35.15,1
John M Baker,2
.113.246.197,1
7.50.110.7,2
.156.158.45,1
Mothman27,10
.78.184.220,4
Diegols26,1
Sankumaraya,1
Kusma,2
0.55.84.61,3
.160.237.224,1
Richardupdate,2
1.224.61.9,1
Danenlott,1
.82.235.244,1
Jmc200,3
Wlmg,2
Bryan4562013,4
8.200.66.232,1
.177.210.209,1
.87.96.58,1
GlennByrnes6,1
.247.70.103,1
02:306:C4F3:DA0:845B:9E3A:71DC:F699,1
.142.19.114,1
3.240.136.2,2
5.158.4.1,1
8.199.220.183,4
.189.253.36,1
.89.164.210,2
3.113.48.7,2
A02:C7D:76C3:6E00:D977:3D7E:A806:3D4F,1
06:A000:E2C0:F800:D0DE:8E16:A053:4B01,6
Chester704,1
.47.88.252,1
.26.209.134,1
02:306:3BCE:1520:D1F:A23C:3A79:AA77,1
PantherLoop,3
3.240.233.82,1
Mexicophile,2
01:600:8400:8811:F972:53A8:CD8D:B64A,1
Artegia,1
02:306:3247:3680:F012:69CA:9FB4:A021,4
0.0.128.175,2
.99.164.96,1
.25.74.29,1
.201.241.4,1
.98.230.160,5
6.43.142.75,1
.106.212.1,1
.138.220.105,1
Hires an editor,1
Myiahrloveless,1
00:1:B207:1D9D:A8:AF14:118C:4D0F,1
.37.228.151,1
.50.248.133,2
Alanzain,1
Hohum,11
Hal9kXPS,1
DonEd,3
.87.114.52,2
Bswift,1
Dozen,3
02:304:B1B0:82A0:C48D:99C2:41A7:404C,2
Swaggedupbunny,2
.159.148.180,1
Alexbrn,35
.177.49.102,1
SuperMarioMan,10
Azipkm,1
EBGamingWiki,1
4.184.47.235,1
8.95.247.187,1
HelpUsStopSpam,1
Frankm.russo,1
Anothersignalman,2
01:484:C302:639B:CD24:1CBE:A7A4:F46E,1
Y-take,3
04:6000:1517:C0AD:3108:C41E:5349:9E67,1
UncBol,1
Bokmanrocks01,7
01:246:4602:B4D0:E45C:B6A9:E841:25,1
Ed Gris,1
Cochrane21,3
2.101.255.176,1
Vascodegama,3
Powelton,1
5.164.187.38,1
05:205:130A:7125:54C7:4277:71F0:C69C,2
.170.34.223,1
TraxCan,2
4.149.38.118,2
Marshjr123,1
.76.150.110,1
7.229.54.12,1
DZRV 846,4
